"node_id","longitude","latitude"
5521433861,-0.1276685,51.5070558
5521433860,-0.1269162,51.5078847
5521433859,-0.1281046,51.5071596
5521427552,-0.1284337,51.5067877
5521427551,-0.1286872,51.5076271
5521427550,-0.1285279,51.5068738
5521427549,-0.1288624,51.5067208
5517519002,-0.0791769,51.5151175
5516594509,-0.1023111,51.5161396
5516557929,-0.0925589,51.5211519
5516116283,-0.1059041,51.5190353
5506142302,-0.0818372,51.5257971
5505223599,-0.1162362,51.5162418
5504235168,-0.1075216,51.5221308
5503142970,-0.1023612,51.5177433
5503142969,-0.1025658,51.5177528
5503142966,-0.1019266,51.5177286
5501951561,-0.1069162,51.5215727
5501951533,-0.1067037,51.5217936
5501951433,-0.1067734,51.5211177
5501950710,-0.1066949,51.5210495
5501950709,-0.1067455,51.5210295
5501130885,-0.1130539,51.5121248
5501130884,-0.114023,51.5119257
5493361753,-0.055638,51.5272922
5493361752,-0.0556692,51.527294
5493361751,-0.055609,51.5272907
5493361610,-0.0552999,51.527203
5493361601,-0.0554001,51.5273458
5493361600,-0.0553973,51.5273555
5493361595,-0.0551548,51.5272861
5493361594,-0.0551573,51.5272666
5493361586,-0.055307,51.5277093
5493361585,-0.0553069,51.5277218
5493361568,-0.0552532,51.5272616
5493361565,-0.0554913,51.5272195
5493361564,-0.055736,51.5272877
5493361562,-0.0557232,51.5273887
5493361561,-0.055751,51.5274714
5493361559,-0.0556806,51.5271945
5493361550,-0.0549074,51.527274
5493361549,-0.0549124,51.5272346
5493361372,-0.0554195,51.527279
5493361365,-0.0548272,51.5272504
5492447668,-0.1106029,51.5288678
5492447666,-0.1104972,51.528911
5492419693,-0.0854417,51.5166141
5484883506,-0.108825,51.5211874
5484232887,-0.1075599,51.5205587
5483342897,-0.1111003,51.50539
5482150537,-0.1073314,51.5042278
5481389678,-0.1281459,51.5082684
5479777913,-0.124386,51.513028
5479777912,-0.124348,51.5130505
5479777911,-0.1241623,51.513164
5479777910,-0.1242008,51.5131407
5479777909,-0.1241537,51.5131587
5479777908,-0.1241912,51.5131348
5479777903,-0.1243764,51.5130218
5479777902,-0.1243383,51.5130443
5479777893,-0.1244317,51.5130425
5479777892,-0.1243551,51.5129928
5479777891,-0.1243866,51.5130217
5479777890,-0.1243928,51.5130174
5479777889,-0.1241513,51.5131661
5479777888,-0.1241425,51.5131716
5479777886,-0.1241812,51.5131963
5479777885,-0.1243371,51.5130511
5479777883,-0.1242018,51.5131342
5479777679,-0.1242073,51.5129823
5479777678,-0.1240963,51.5130336
5479777677,-0.124187,51.5129659
5479777676,-0.124076,51.5130168
5479777675,-0.1241343,51.5129228
5479777674,-0.1240236,51.5129742
5479777671,-0.1241506,51.5130086
5479777670,-0.1241301,51.5129918
5479777669,-0.1240784,51.5129488
5479777654,-0.1242163,51.5129443
5479777653,-0.1242161,51.5129372
5479777652,-0.1241946,51.5129208
5479777651,-0.124182,51.5129198
5479777634,-0.1241616,51.5129295
5479777487,-0.1240579,51.5129321
5479777484,-0.1240564,51.512995
5479777483,-0.1240059,51.5130174
5479717516,-0.1241323,51.5130631
5479717501,-0.1240237,51.5129681
5479717495,-0.1242337,51.5130699
5479717489,-0.1239729,51.513036
5479655670,-0.0980677,51.5202853
5479655669,-0.0980178,51.5202861
5479655663,-0.0979553,51.5202872
5479655658,-0.0979565,51.5202868
5479654189,-0.0976703,51.5202192
5479654188,-0.0976711,51.5202451
5479654187,-0.0976465,51.5202196
5479654186,-0.0976475,51.5202454
5479654185,-0.0975934,51.5202458
5479654184,-0.0975918,51.5202079
5479654183,-0.0976167,51.5202455
5479654182,-0.0976155,51.520208
5479654177,-0.0976039,51.5201961
5479654175,-0.0976568,51.5202125
5479654172,-0.0979304,51.5201651
5479654160,-0.0975037,51.5200758
5479635837,-0.1277884,51.5115057
5479635836,-0.1276018,51.5115718
5479635835,-0.1274806,51.5116141
5479635834,-0.1275372,51.5115942
5479635813,-0.1278107,51.5115302
5479635812,-0.1277656,51.5114807
5479635811,-0.1276239,51.5115961
5479635809,-0.127503,51.5116388
5479635808,-0.1274579,51.5115892
5479635807,-0.1280658,51.5114402
5479635806,-0.1280207,51.5113907
5479635805,-0.1280538,51.511427
5479635799,-0.1285415,51.5121233
5479635794,-0.1284303,51.5116602
5479635793,-0.1283651,51.5116636
5479635791,-0.1283319,51.5116654
5479635790,-0.1284755,51.511768
5479635788,-0.1284902,51.5118996
5479635787,-0.1283702,51.5119058
5479635786,-0.1285117,51.512016
5479635784,-0.1284264,51.5121361
5479635783,-0.1284833,51.5121295
5479635769,-0.1281281,51.5112706
5479635768,-0.1282041,51.5112679
5479635766,-0.1282049,51.511282
5479635765,-0.1281296,51.5113631
5479635763,-0.1281091,51.5113706
5479635762,-0.128086,51.5113483
5479635760,-0.1280889,51.5113375
5479635759,-0.1281186,51.511336
5479635739,-0.1282222,51.5112756
5479635737,-0.1283923,51.5115737
5479635714,-0.1280242,51.5116343
5479635713,-0.1279693,51.5116107
5479635712,-0.1280146,51.5116451
5479635711,-0.1279593,51.5116218
5479635709,-0.1281223,51.51167
5479635694,-0.1281022,51.5116833
5479635693,-0.1281569,51.511713
5479635692,-0.1281155,51.5116742
5479635683,-0.1280949,51.5116495
5479635682,-0.1280981,51.5116138
5479635631,-0.1282968,51.5116404
5479635630,-0.1282806,51.5117448
5479635629,-0.1283252,51.5116452
5479635627,-0.1283102,51.5117505
5479635626,-0.1283542,51.5116501
5479635617,-0.1281348,51.5113814
5479635613,-0.1284728,51.511472
5479635612,-0.1285102,51.5114741
5479635611,-0.128474,51.5114626
5479635607,-0.1285482,51.511483
5479635600,-0.1285972,51.511479
5479635599,-0.1285507,51.5114668
5479635598,-0.1285988,51.5114695
5479635580,-0.1285952,51.5114918
5479635579,-0.1285471,51.511489
5479635578,-0.1285934,51.5115024
5479635577,-0.1285458,51.5114997
5479635558,-0.1285288,51.5114937
5479635557,-0.1284512,51.5114659
5479635556,-0.127994,51.5115315
5479635554,-0.1279592,51.5115077
5479635552,-0.1278617,51.5115856
5479635551,-0.1279766,51.5115196
5479635549,-0.1281258,51.5116083
5479635491,-0.1277957,51.5116195
5479635489,-0.1277308,51.511526
5479635481,-0.1277362,51.5116171
5479635478,-0.1283353,51.5117553
5479635448,-0.1284126,51.5117711
5479635447,-0.1284164,51.5118002
5479635446,-0.1284302,51.5119027
5479635445,-0.1284264,51.5118724
5479635444,-0.1284511,51.5120225
5479635426,-0.1284571,51.5120498
5479634720,-0.1284245,51.5114668
5479634705,-0.1282726,51.5113182
5479634704,-0.1282102,51.51134
5479634703,-0.1282931,51.5113218
5479634702,-0.1283202,51.5113601
5479634701,-0.1284123,51.5114671
5479634697,-0.1284153,51.5115078
5479634696,-0.1281594,51.511358
5479634695,-0.1281253,51.5114056
5479634694,-0.1281755,51.5114071
5479634693,-0.1283725,51.5115976
5479634692,-0.1283576,51.5115982
5479634683,-0.1283621,51.5116471
5479634675,-0.1280651,51.511423
5479634674,-0.1280982,51.5114114
5479634667,-0.1281059,51.5114197
5479634644,-0.1283705,51.5117331
5479634641,-0.1282654,51.5112741
5479634639,-0.1283819,51.5114884
5475684917,-0.0970014,51.5146803
5475684873,-0.0975267,51.5149292
5475684863,-0.0971236,51.5150422
5475684861,-0.0971118,51.51501
5475684855,-0.0971355,51.5150242
5475684671,-0.0983369,51.5154054
5475675316,-0.0986258,51.5154122
5474291136,-0.1062233,51.5196698
5474276258,-0.107296,51.5197023
5474276257,-0.1072009,51.519714
5473275005,-0.0887057,51.5132511
5473275003,-0.0887189,51.5132609
5473274990,-0.0886404,51.5133171
5473274989,-0.0890485,51.5135206
5473274988,-0.0890282,51.5135224
5473274987,-0.0893028,51.5133353
5473274986,-0.0893055,51.5133232
5473274985,-0.0886442,51.5135248
5473274983,-0.0885438,51.5133785
5473274982,-0.0885446,51.5133634
5473274981,-0.0888176,51.5132279
5473274980,-0.0888422,51.5132189
5473274969,-0.089115,51.5131152
5473274959,-0.0872614,51.5138442
5473274957,-0.087139,51.5133724
5473274917,-0.0888617,51.5135587
5473274908,-0.0888354,51.5135607
5473274907,-0.0889096,51.5135623
5473274906,-0.0888806,51.5135713
5473274903,-0.0902072,51.5134273
5473274902,-0.0901538,51.5134181
5473274899,-0.0902279,51.5134309
5473274895,-0.0906602,51.5135141
5473274891,-0.0899611,51.5133846
5473274866,-0.0897134,51.5132436
5473274747,-0.0882613,51.5128226
5473274746,-0.088234,51.5128216
5473274742,-0.0882247,51.5128132
5473274725,-0.0882091,51.512743
5473274724,-0.0880775,51.5125864
5473274723,-0.0883769,51.5130289
5473274722,-0.0883292,51.5130084
5473274721,-0.0883119,51.5130009
5473274720,-0.088285,51.5129893
5473274716,-0.0879514,51.5129242
5473274711,-0.0880304,51.5126177
5473274710,-0.0880888,51.5126001
5473274540,-0.088944,51.5133623
5473274534,-0.0883178,51.5129288
5473274533,-0.0881859,51.5129142
5473274532,-0.0882042,51.5128441
5473274531,-0.0880706,51.5127983
5473274529,-0.0882912,51.5128533
5473274528,-0.0882146,51.5129607
5473274527,-0.0882435,51.512981
5473274526,-0.0882553,51.5129704
5473274525,-0.0884498,51.5130072
5473274520,-0.0879563,51.5128284
5473274519,-0.0881254,51.5127361
5473274516,-0.0881018,51.5127198
5473274515,-0.088076,51.5127488
5473274514,-0.0880504,51.5127776
5473274513,-0.0880243,51.5128068
5473274512,-0.0879493,51.512779
5473274511,-0.0879756,51.5127494
5473274510,-0.0880017,51.5127201
5473274509,-0.0880282,51.5126904
5473274508,-0.0880986,51.5127665
5473274507,-0.0880463,51.512825
5473274506,-0.0880856,51.5126459
5473274503,-0.0879555,51.5127332
5473274502,-0.0879814,51.512704
5473274501,-0.0880084,51.5126737
5473274500,-0.0896239,51.5133521
5473274499,-0.0908813,51.5130347
5473274498,-0.0896365,51.5133714
5473274497,-0.0908939,51.513054
5473274494,-0.0895086,51.5133954
5473274493,-0.0896019,51.5133703
5473274488,-0.0898011,51.513249
5473274487,-0.0898233,51.5132426
5473274481,-0.0899809,51.5131982
5473274476,-0.0901226,51.513164
5473274470,-0.0902859,51.5131247
5473274469,-0.0903068,51.5131197
5473274463,-0.0904657,51.5130814
5473274458,-0.0906009,51.5130489
5473274457,-0.0906223,51.5130437
5473274452,-0.0907548,51.513007
5473274451,-0.0907741,51.5130016
5473274442,-0.0908393,51.512981
5473274441,-0.0908767,51.5129692
5473274259,-0.0912667,51.512896
5473274257,-0.0913777,51.5128885
5473274252,-0.0912317,51.5128485
5473273968,-0.0886776,51.5134358
5473273805,-0.088893,51.5133782
5473273803,-0.0889252,51.5134328
5473273798,-0.088842,51.5132993
5473273795,-0.0889974,51.513411
5473273791,-0.0889176,51.5132789
5473273790,-0.0892369,51.513298
5473273789,-0.0892482,51.5133533
5473273788,-0.0892295,51.5132427
5473273685,-0.0888842,51.5133765
5473273623,-0.0884666,51.5126516
5473273622,-0.0886315,51.5126985
5473273621,-0.0883386,51.5127879
5473273615,-0.0880499,51.5128112
5473273612,-0.0881231,51.512728
5473273610,-0.088072,51.5127861
5473273607,-0.0881582,51.5125849
5473273606,-0.0879454,51.5127374
5473273604,-0.0879977,51.5126787
5473273596,-0.0887909,51.5128616
5473273593,-0.0888002,51.5128994
5473273592,-0.08881,51.512911
5473273591,-0.0888266,51.5129307
5473273590,-0.0888364,51.5129423
5473273589,-0.0888635,51.5129745
5473273569,-0.0884631,51.5130601
5473273547,-0.0891573,51.513302
5473273546,-0.0891173,51.5133043
5473273530,-0.0890003,51.5132865
5473273527,-0.0889786,51.5132686
5473273513,-0.0889445,51.5131792
5473273509,-0.0889427,51.513152
5473273504,-0.0889395,51.5131035
5473273503,-0.0889378,51.5130766
5473273490,-0.0888934,51.5130096
5473273457,-0.0889041,51.5130223
5473273455,-0.0881152,51.512532
5473273454,-0.0882014,51.5125591
5473273453,-0.0881677,51.5125161
5473273451,-0.0882389,51.5126594
5473273382,-0.0864022,51.5107663
5473273380,-0.0864566,51.5107476
5473273379,-0.0865858,51.5106073
5473273376,-0.0858644,51.5108325
5473273375,-0.0858756,51.5108114
5473273374,-0.0858816,51.5108
5473273373,-0.0858967,51.5107706
5473273368,-0.0863356,51.5107484
5473273364,-0.0865388,51.5106913
5473273363,-0.085762,51.5106815
5473273358,-0.0864771,51.5107483
5473273293,-0.0860252,51.5105579
5473273244,-0.0859979,51.5105233
5473273243,-0.085956,51.510606
5473273242,-0.0859967,51.510614
5473273241,-0.0860387,51.5105314
5473273236,-0.0860705,51.5107616
5473273235,-0.0860628,51.5107767
5473273229,-0.0860853,51.5108027
5473273228,-0.0860202,51.5107899
5473273227,-0.0860528,51.5107964
5473273226,-0.0861372,51.5108129
5473273154,-0.0860356,51.5106761
5473273145,-0.0861925,51.5105183
5473273144,-0.0862144,51.5105226
5473273142,-0.0862023,51.5104986
5473273141,-0.0860981,51.510543
5473273140,-0.0859446,51.5107138
5473273139,-0.0862099,51.5107651
5473273137,-0.0865806,51.5107748
5473273136,-0.0864931,51.5107858
5473273135,-0.0864877,51.5108825
5473273132,-0.0864564,51.5108333
5473273003,-0.0873087,51.5114415
5473272992,-0.0866558,51.5109365
5473272984,-0.087678,51.5119417
5473272983,-0.0874992,51.5117177
5473272980,-0.0884881,51.5125491
5473272978,-0.088521,51.5125636
5473272971,-0.0884082,51.512429
5473272904,-0.0875873,51.5116593
5473272901,-0.0876835,51.5116499
5473272899,-0.0882488,51.5122401
5473272897,-0.088131,51.5121011
5473272895,-0.0882432,51.5120664
5473272894,-0.088319,51.5123236
5473272880,-0.0861752,51.5105521
5473272879,-0.0861643,51.5105736
5473272877,-0.086147,51.5106076
5473272876,-0.0861402,51.5106208
5473272874,-0.0861227,51.5106552
5473272873,-0.0861116,51.510677
5473272834,-0.087686,51.511513
5473272831,-0.0876255,51.5114668
5473272830,-0.0876162,51.5114551
5473272829,-0.0876002,51.5114351
5473272827,-0.0875746,51.511403
5473272826,-0.0875651,51.5113912
5473272823,-0.0875234,51.511339
5473272822,-0.0875041,51.5113449
5473272821,-0.0875423,51.5113331
5473272667,-0.087508,51.5113196
5473272665,-0.0860533,51.5105633
5473272662,-0.0889117,51.5133785
5473272660,-0.0888831,51.5133454
5473272656,-0.0892221,51.5132986
5471345385,-0.1037411,51.5182128
5470932256,-0.102683,51.5184373
5470932252,-0.1024668,51.5185926
5468301600,-0.1040964,51.5188174
5468301555,-0.1024796,51.5186082
5467950188,-0.1311544,51.5056078
5466794241,-0.1195819,51.5176016
5466794240,-0.1200563,51.5175819
5466794239,-0.120108,51.5175326
5466794238,-0.11991,51.5170917
5466794237,-0.1200317,51.5173628
5466794236,-0.119973,51.5175853
5466794232,-0.1205184,51.5174917
5466794231,-0.1205283,51.5175971
5466794230,-0.1205304,51.517657
5466794228,-0.1213288,51.5175501
5466794227,-0.1198052,51.5174475
5466794226,-0.1197969,51.517428
5466794225,-0.1197888,51.5174088
5466794224,-0.1197805,51.5173893
5466794223,-0.1198453,51.5174098
5466794222,-0.119381,51.5175172
5466793997,-0.1193727,51.5174977
5466793996,-0.1193646,51.5174785
5466793995,-0.1193563,51.517459
5466793994,-0.1193137,51.5174963
5466793993,-0.1193365,51.51757
5466793992,-0.1193816,51.5175654
5466793991,-0.1193898,51.5177608
5466793989,-0.1192631,51.5175788
5466793988,-0.119224,51.5175828
5466793987,-0.1193181,51.5177687
5466793986,-0.1194138,51.5174018
5466793589,-0.1204499,51.5169315
5466793587,-0.1205641,51.5171766
5466793585,-0.1203089,51.5168254
5466793583,-0.1204067,51.5168352
5466793581,-0.1202781,51.5167691
5466793575,-0.1200471,51.5168861
5466793567,-0.1201439,51.5170135
5466793564,-0.1191887,51.5177829
5466793563,-0.119139,51.5175925
5466793562,-0.1194623,51.5175567
5466793561,-0.1195132,51.5177473
5466543667,-0.1049589,51.5202861
5466543659,-0.1049511,51.5203359
5466543651,-0.1047278,51.5203733
5466543649,-0.1047432,51.5201248
5466543647,-0.1049015,51.5202987
5466543580,-0.1047636,51.5204166
5466543543,-0.1052323,51.5211132
5466543540,-0.1051716,51.5209697
5466543539,-0.1053831,51.5208682
5466543538,-0.1056835,51.5210077
5466543533,-0.1047138,51.5203554
5466543532,-0.1048229,51.5205894
5466543530,-0.1048429,51.5205483
5466543529,-0.1049511,51.5206732
5466543528,-0.1049264,51.5206449
5466543527,-0.1049157,51.5206328
5466543526,-0.1048907,51.5206043
5466543521,-0.1050357,51.5207861
5466543520,-0.1050146,51.5207569
5466543519,-0.1050059,51.520745
5466543518,-0.1049845,51.5207155
5466543513,-0.1051201,51.5209087
5466543512,-0.1050997,51.5208788
5466543511,-0.1050911,51.5208663
5466543506,-0.1053771,51.5208543
5466543505,-0.1053512,51.5208172
5466543504,-0.1053426,51.5208048
5466543503,-0.1053168,51.5207678
5466543496,-0.1056109,51.5208814
5466543495,-0.1056196,51.5208938
5466543494,-0.1056456,51.5209311
5466543489,-0.1054485,51.5209474
5466543488,-0.1054232,51.5209194
5466543486,-0.1053855,51.5208777
5466543481,-0.1055214,51.5210226
5466543480,-0.1055343,51.5210564
5466543420,-0.1050695,51.5206729
5466543418,-0.1049711,51.5205599
5466543416,-0.1048947,51.5204824
5466543380,-0.1048318,51.5203201
5466543268,-0.1057599,51.5209542
5466543267,-0.1056978,51.5209731
5466543264,-0.1058023,51.5210079
5466543263,-0.1057399,51.521027
5466543201,-0.1056275,51.5211693
5466543200,-0.1056191,51.5211595
5466543198,-0.1048564,51.5202711
5466543195,-0.1049426,51.5202343
5466543192,-0.1053254,51.5208773
5466543191,-0.1055984,51.5211342
5466543190,-0.1055571,51.5211473
5466543188,-0.1056845,51.5211668
5466543186,-0.1056869,51.5210431
5466543184,-0.1056142,51.5209525
5466543168,-0.1044432,51.5196667
5466543072,-0.1043753,51.5197985
5466543068,-0.1044609,51.5199042
5466543066,-0.1044223,51.5198565
5466543064,-0.1044755,51.5199222
5466543063,-0.1044546,51.5199288
5466543062,-0.1046006,51.519883
5466543057,-0.1048164,51.5198502
5466543056,-0.1048263,51.5198624
5466543055,-0.1048673,51.519913
5466543054,-0.1047795,51.5198046
5466543045,-0.1046457,51.5196323
5466543040,-0.1045411,51.5196557
5466543039,-0.1045256,51.5195747
5466543038,-0.1045092,51.5195452
5466542513,-0.1042792,51.5196221
5466542510,-0.1043272,51.5196642
5466542505,-0.104357,51.5196911
5466542492,-0.1042638,51.5197255
5466542491,-0.1042808,51.5197459
5466542489,-0.1043031,51.5197067
5466542488,-0.1047123,51.5199801
5466542487,-0.1045032,51.5197219
5466542486,-0.1043379,51.5197358
5466542475,-0.1055179,51.5209898
5466542474,-0.105483,51.520986
5465738062,-0.0996984,51.521366
5465738058,-0.0996219,51.5211653
5465738032,-0.100666,51.5215424
5465738025,-0.1003535,51.5215466
5465737667,-0.0989554,51.5211886
5465737655,-0.0984773,51.5212654
5465737646,-0.0989363,51.5214571
5465737638,-0.0989863,51.5214569
5465737637,-0.0989849,51.5214865
5465557380,-0.1255689,51.5208872
5465557379,-0.1271549,51.5222458
5461906737,-0.071858,51.5150373
5461906736,-0.0718504,51.5150299
5461906735,-0.0718435,51.5150428
5461906734,-0.0718104,51.5150383
5461906733,-0.0718,51.5150629
5461906732,-0.0717964,51.5150361
5461906731,-0.0717863,51.5150606
5461906003,-0.0718361,51.5150355
5461902490,-0.0717903,51.5152302
5461902453,-0.0717853,51.5153446
5461902449,-0.0718496,51.5153318
5461902447,-0.071865,51.5153224
5461902446,-0.0717916,51.5153519
5461902445,-0.07186,51.5153075
5461902260,-0.0721269,51.5153116
5461902259,-0.07171,51.5152525
5461902258,-0.0717641,51.5152336
5461902257,-0.0717752,51.5152455
5461902256,-0.0717209,51.5152645
5461902255,-0.0718102,51.515232
5461902254,-0.0718224,51.5152398
5461902253,-0.0718081,51.5152453
5461902252,-0.0717884,51.5152439
5461902237,-0.0718522,51.5153196
5461901702,-0.0721011,51.5153269
5461901701,-0.0721163,51.5153429
5461901700,-0.0721488,51.5153096
5461901699,-0.0721637,51.5153258
5461901694,-0.072135,51.5153381
5461901693,-0.0721146,51.5153161
5461898521,-0.0700156,51.5160702
5461898231,-0.0700479,51.5160693
5461898229,-0.0700385,51.5160542
5461898225,-0.0699997,51.5160099
5461898223,-0.0701073,51.5159231
5461898222,-0.0701448,51.5159206
5461898221,-0.0701163,51.5159318
5461897862,-0.0700263,51.5160572
5461897858,-0.0700059,51.5160794
5461897857,-0.0699849,51.5160098
5461897856,-0.0699996,51.5160159
5461897855,-0.0701499,51.5159063
5461897854,-0.0701588,51.515915
5461897853,-0.0700615,51.5158203
5461897319,-0.0701745,51.5158966
5461897223,-0.0698805,51.515835
5461897221,-0.0699773,51.5159357
5461897191,-0.0700706,51.5158291
5461897189,-0.0698978,51.5158813
5461895842,-0.0700959,51.5158188
5461895841,-0.0700477,51.5158258
5461895840,-0.0698756,51.5158777
5461895828,-0.0720876,51.5152305
5461895803,-0.0700137,51.5158451
