"CRASH_CRN","CRASH_YEAR","CRASH_MONTH","DAY_OF_WEEK","HOUR_OF_DAY","LOCATION_TYPE","MAX_SEVERITY_LEVEL","LONGITUDE","LATITUDE","SPEED_LIMIT","severity","carLane","bikeLane","streetLength","car.reverse","bike.reverse","foot"
2008116563,2008,10,5,10,0,8,-80.1556015,40.5141983,35,"unknown",1,2,245.41317749,1,2,1
2008117042,2008,10,4,8,0,4,-79.98880005,40.44710159,25,"slight",1,2,245.41317749,1,2,1
2008117060,2008,10,4,19,0,8,-80.05319977,40.46360016,25,"unknown",1,2,245.41317749,1,2,1
2008119330,2008,7,4,7,0,8,-79.93029785,40.44520187,,"unknown",1,2,664.280395508,1,2,1
2008119389,2008,7,5,21,0,8,-79.85690308,40.48519897,45,"unknown",2,2,1647.33813477,2,2,1
2008119436,2008,8,3,5,0,8,-79.9332962,40.43909836,25,"unknown",4,2,112.662239075,4,2,1
2008123029,2008,11,6,15,0,2,-80.20429993,40.45190048,35,"serious",0,5,993.741943359,0,5,1
2008126684,2008,11,6,17,0,4,-79.95480347,40.44689941,25,"slight",1,2,245.41317749,1,2,1
2008128934,2008,11,4,16,0,4,-79.91950226,40.43980026,25,"slight",2,2,1647.33813477,2,2,1
2008129719,2008,11,7,14,0,8,-80.22029877,40.57780075,25,"unknown",1,2,245.41317749,1,2,1
2008131625,2008,12,2,17,0,4,-79.95410156,40.45130157,25,"slight",0,5,111.394508362,0,5,1
2008132613,2008,12,4,17,0,3,-80.04519653,40.38679886,25,"serious",0,5,993.741943359,0,5,1
2008134046,2008,2,7,1,0,8,-79.99520111,40.4435997,25,"unknown",1,2,245.41317749,1,2,1
2008136303,2008,12,7,15,0,0,-79.99839783,40.39659882,,"slight",0,5,993.741943359,0,5,1
2009009511,2008,12,3,15,0,4,-79.95480347,40.44440079,,"slight",1,2,245.41317749,1,2,1
2009021771,2008,9,1,17,0,4,-79.92070007,40.49509811,25,"slight",1,2,664.280395508,1,2,1
2009002533,2009,1,3,18,0,8,-79.85479736,40.42219925,40,"unknown",2,2,1647.33813477,2,2,1
2009005589,2009,1,7,23,0,8,-80.22309875,40.50630188,35,"unknown",1,2,245.41317749,1,2,1
2009009519,2009,1,5,8,0,8,-80.01300049,40.41579819,25,"unknown",0,5,993.741943359,0,5,1
2009030316,2009,3,1,18,0,8,-79.98750305,40.44879913,25,"unknown",1,2,245.41317749,1,2,1
2009033673,2009,3,4,14,7,4,-80.0286026,40.50930023,25,"slight",0,5,111.394508362,0,5,1
2009036532,2009,4,5,11,0,8,-79.98750305,40.44879913,25,"unknown",1,2,245.41317749,1,2,1
2009036555,2009,4,5,16,0,8,-79.75969696,40.47719955,40,"unknown",2,2,1647.33813477,2,2,1
2009039326,2009,3,3,15,0,8,-79.99359894,40.3893013,25,"unknown",0,5,993.741943359,0,5,1
2009041758,2009,4,3,7,7,8,-79.95469666,40.48080063,15,"unknown",0,5,111.394508362,0,5,1
2009043138,2009,4,7,20,0,3,-79.82379913,40.41650009,25,"serious",2,2,1647.33813477,2,2,1
2009045049,2009,5,6,22,0,4,-79.93740082,40.48830032,25,"slight",1,2,664.280395508,1,2,1
2009045591,2009,5,2,17,0,3,-80.00430298,40.44829941,25,"serious",1,2,245.41317749,1,2,1
2009047274,2009,5,6,15,0,3,-79.94950104,40.42689896,25,"serious",0,5,993.741943359,0,5,1
2009048979,2009,5,4,11,0,4,-80.05699921,40.47370148,25,"slight",1,2,245.41317749,1,2,1
2009049731,2009,5,6,16,0,2,-79.98090363,40.42520142,25,"serious",0,5,993.741943359,0,5,1
2009049804,2009,5,6,18,7,2,-79.9414978,40.46350098,,"serious",0,5,111.394508362,0,5,1
2009050387,2009,5,7,11,0,3,-79.82039642,40.47309875,35,"serious",2,2,1647.33813477,2,2,1
2009051266,2009,5,4,17,0,4,-80.01930237,40.41320038,25,"slight",0,5,993.741943359,0,5,1
2009051903,2009,5,6,0,0,4,-79.97460175,40.42839813,25,"slight",0,5,993.741943359,0,5,1
2009052318,2009,5,4,15,0,3,-79.99690247,40.59159851,25,"serious",0,5,111.394508362,0,5,1
2009052869,2009,5,7,12,0,8,-80.07559967,40.55789948,35,"unknown",0,5,111.394508362,0,5,1
2009053004,2009,5,3,17,0,3,-79.9178009,40.44430161,25,"serious",2,2,1647.33813477,2,2,1
2009053391,2009,5,5,21,0,3,-79.92299652,40.43809891,35,"serious",1,2,909.977172852,1,2,1
2009055836,2009,6,2,20,2,8,-80.00090027,40.43669891,25,"unknown",0,5,993.741943359,0,5,1
2009056572,2009,5,6,17,0,4,-79.84729767,40.33840179,25,"slight",2,2,1647.33813477,2,2,1
2009056963,2009,5,6,17,0,8,-79.83190155,40.35169983,,"unknown",2,2,1647.33813477,2,2,1
2009058191,2009,6,3,23,0,4,-79.95510101,40.4679985,,"slight",0,5,111.394508362,0,5,1
2009058392,2009,6,4,17,0,8,-79.98249817,40.4510994,25,"unknown",1,2,245.41317749,1,2,1
2009059167,2009,6,6,7,0,4,-79.92939758,40.4693985,25,"slight",1,2,664.280395508,1,2,1
2009059747,2009,5,4,21,0,4,-79.93470001,40.49459839,25,"slight",1,2,664.280395508,1,2,1
2009059944,2009,6,1,12,0,4,-79.93099976,40.45209885,25,"slight",1,2,664.280395508,1,2,1
2009059948,2009,6,1,12,0,8,-79.96050262,40.47040176,25,"unknown",0,5,111.394508362,0,5,1
2009060275,2009,5,4,23,0,8,-79.92810059,40.46780014,35,"unknown",1,2,664.280395508,1,2,1
2009061305,2009,6,5,17,7,8,-80.08760071,40.39350128,35,"unknown",0,5,993.741943359,0,5,1
2009061306,2009,6,5,21,0,3,-79.84400177,40.46020126,35,"serious",2,2,1647.33813477,2,2,1
2009062122,2009,6,7,19,0,4,-79.96980286,40.42399979,25,"slight",0,5,993.741943359,0,5,1
2009062406,2009,6,7,21,0,8,-80.10209656,40.3689003,40,"unknown",0,5,993.741943359,0,5,1
2009063016,2009,6,4,8,0,4,-80.01319885,40.45629883,15,"slight",1,2,245.41317749,1,2,1
2009063568,2009,6,5,17,0,4,-79.95310211,40.48130035,25,"slight",0,5,111.394508362,0,5,1
2009064908,2009,5,1,14,0,3,-79.91870117,40.46910095,25,"serious",1,2,664.280395508,1,2,1
2009067986,2009,7,7,17,0,4,-79.83309937,40.38830185,15,"slight",2,2,1647.33813477,2,2,1
2009069123,2009,7,4,17,0,8,-79.96399689,40.43780136,25,"unknown",0,5,993.741943359,0,5,1
2009069136,2009,7,4,20,0,8,-80.02189636,40.4679985,30,"unknown",1,2,245.41317749,1,2,1
2009069434,2009,6,3,16,0,3,-79.85929871,40.36569977,25,"serious",2,2,1647.33813477,2,2,1
2009069566,2009,6,3,6,0,8,-79.85690308,40.48519897,45,"unknown",2,2,1647.33813477,2,2,1
2009070182,2009,7,7,17,0,3,-80.02279663,40.45940018,25,"serious",1,2,245.41317749,1,2,1
2009070548,2009,7,2,12,0,8,-80.18450165,40.45750046,45,"unknown",1,2,245.41317749,1,2,1
2009071062,2009,7,4,8,0,4,-79.95159912,40.44229889,25,"slight",1,2,245.41317749,1,2,1
2009071634,2009,7,4,21,0,3,-79.92389679,40.44400024,25,"serious",2,2,1647.33813477,2,2,1
2009072239,2009,7,6,10,0,4,-80.05619812,40.49420166,25,"slight",1,2,245.41317749,1,2,1
2009072866,2009,7,5,13,0,4,-79.96080017,40.46220016,25,"slight",0,5,111.394508362,0,5,1
2009073415,2009,7,3,16,7,4,-80.09739685,40.37689972,40,"slight",0,5,993.741943359,0,5,1
2009073714,2009,7,4,20,0,8,-79.95050049,40.4822998,25,"unknown",0,5,111.394508362,0,5,1
2009074712,2009,7,6,12,0,8,-80.05120087,40.38809967,25,"unknown",0,5,993.741943359,0,5,1
2009075468,2009,7,2,19,0,4,-79.99539948,40.40940094,25,"slight",0,5,993.741943359,0,5,1
2009076763,2009,7,2,20,0,4,-80.02210236,40.36819839,15,"slight",0,5,993.741943359,0,5,1
2009077116,2009,7,5,19,0,4,-79.94809723,40.51459885,25,"slight",1,2,664.280395508,1,2,1
2009077228,2009,8,7,19,0,8,-79.99890137,40.42070007,25,"unknown",0,5,993.741943359,0,5,1
2009077564,2009,8,2,99,0,3,-79.97029877,40.50109863,25,"serious",0,5,111.394508362,0,5,1
2009077877,2009,8,2,13,0,1,-79.95659637,40.43920135,25,"fatal",2,2,232.316360474,2,2,1
2009078585,2009,8,2,6,0,4,-80.00080109,40.43069839,25,"slight",0,5,993.741943359,0,5,1
2009082016,2009,8,7,14,0,4,-79.90979767,40.4640007,25,"slight",1,2,664.280395508,1,2,1
2009082209,2009,8,1,19,0,4,-79.89730072,40.31110001,25,"slight",0,5,662.396118164,0,5,1
2009082691,2009,7,2,14,0,4,-80.01560211,40.56719971,35,"slight",0,5,111.394508362,0,5,1
2009083024,2009,8,3,10,0,4,-79.9890976,40.39979935,25,"slight",0,5,993.741943359,0,5,1
2009084748,2009,8,1,12,0,4,-79.99629974,40.42079926,25,"slight",0,5,993.741943359,0,5,1
2009086731,2009,8,6,10,0,8,-80.04139709,40.48809814,25,"unknown",1,2,245.41317749,1,2,1
2009086881,2009,8,5,20,0,3,-79.95760345,40.43999863,25,"serious",1,2,245.41317749,1,2,1
2009087103,2009,8,7,15,7,8,-79.75910187,40.54859924,35,"unknown",2,2,1647.33813477,2,2,1
2009088966,2009,8,6,0,0,8,-79.97109985,40.4598999,25,"unknown",1,2,245.41317749,1,2,1
2009089583,2009,8,2,17,0,8,-79.86650085,40.4090004,15,"unknown",2,2,1647.33813477,2,2,1
2009089618,2009,9,5,6,0,8,-80.11620331,40.41149902,40,"unknown",0,5,993.741943359,0,5,1
2009089967,2009,9,3,19,0,3,-79.97190094,40.42829895,25,"serious",0,5,993.741943359,0,5,1
2009091872,2009,9,2,7,0,8,-79.81220245,40.38069916,35,"unknown",2,2,1647.33813477,2,2,1
2009092789,2009,9,5,17,0,3,-80.04070282,40.48389816,65,"serious",1,2,245.41317749,1,2,1
2009093678,2009,8,3,21,0,4,-79.86319733,40.35169983,25,"slight",1,2,523.535827637,1,2,1
2009094121,2009,9,2,13,0,3,-79.979599,40.42480087,25,"serious",0,5,993.741943359,0,5,1
2009094880,2009,9,4,22,0,8,-79.96029663,40.44039917,25,"unknown",1,2,245.41317749,1,2,1
2009095602,2009,9,7,3,0,8,-79.95639801,40.43510056,35,"unknown",0,5,993.741943359,0,5,1
2009098172,2009,9,1,16,0,8,-79.85410309,40.34529877,25,"unknown",1,2,523.535827637,1,2,1
2009098822,2009,10,1,17,0,3,-79.87950134,40.28900146,25,"serious",0,5,662.396118164,0,5,1
2009099506,2009,10,3,20,7,4,-79.9437027,40.44729996,25,"slight",0,5,111.394508362,0,5,1
2009103634,2009,10,6,13,7,8,-79.95929718,40.43690109,,"unknown",0,5,993.741943359,0,5,1
2009106224,2009,10,6,18,0,4,-79.93650055,40.43289948,25,"slight",0,5,993.741943359,0,5,1
2009108776,2009,10,2,19,0,2,-79.83730316,40.48649979,35,"serious",2,2,1647.33813477,2,2,1
2009111995,2009,11,6,17,0,8,-79.92479706,40.46139908,25,"unknown",1,2,664.280395508,1,2,1
2009113674,2009,11,2,17,0,4,-80.0223999,40.34130096,35,"slight",0,5,993.741943359,0,5,1
2009114085,2009,11,7,11,0,4,-80.00019836,40.43769836,25,"slight",0,5,993.741943359,0,5,1
2009114394,2009,11,7,4,0,3,-79.94589996,40.45999908,25,"serious",0,5,111.394508362,0,5,1
2009115035,2009,11,1,10,7,4,-79.94339752,40.4253006,25,"slight",0,5,993.741943359,0,5,1
2009115107,2009,11,1,16,0,3,-79.9477005,40.4253006,25,"serious",0,5,993.741943359,0,5,1
2009115331,2009,11,2,12,0,8,-79.93720245,40.45339966,25,"unknown",1,2,56.6059608459,1,2,1
2009115539,2009,10,6,15,0,4,-79.8710022,40.35020065,25,"slight",0,5,662.396118164,0,5,1
2009116944,2009,11,6,8,0,4,-79.99819946,40.42900085,25,"slight",0,5,993.741943359,0,5,1
2009126498,2009,12,2,11,0,4,-79.9661026,40.46170044,25,"slight",0,5,111.394508362,0,5,1
2009127605,2009,12,4,17,0,8,-80.00170135,40.45330048,25,"unknown",1,2,245.41317749,1,2,1
2010002815,2009,12,7,6,0,3,-80.21150208,40.56290054,,"serious",1,2,245.41317749,1,2,1
2010025604,2010,3,4,21,0,4,-79.96029663,40.46480179,25,"slight",0,5,111.394508362,0,5,1
2010027778,2010,3,4,15,0,8,-79.94059753,40.45529938,25,"unknown",0,5,111.394508362,0,5,1
2010029286,2010,3,2,17,0,3,-79.91739655,40.45740128,55,"serious",1,2,664.280395508,1,2,1
2010029851,2010,3,4,17,0,4,-79.95220184,40.42490005,25,"slight",0,5,993.741943359,0,5,1
2010030558,2010,3,3,16,0,4,-79.83940125,40.3451004,25,"slight",2,2,1647.33813477,2,2,1
2010030635,2010,3,7,99,0,4,-79.94740295,40.51160049,40,"slight",1,2,664.280395508,1,2,1
2010031794,2010,3,4,18,0,4,-79.86460114,40.47570038,35,"slight",2,2,1647.33813477,2,2,1
2010033045,2010,4,1,13,0,2,-79.99890137,40.42070007,25,"serious",0,5,993.741943359,0,5,1
2010034228,2010,4,4,18,0,8,-79.99549866,40.45809937,25,"unknown",1,2,245.41317749,1,2,1
2010035131,2010,4,7,12,0,4,-80.03530121,40.37749863,25,"slight",0,5,993.741943359,0,5,1
2010035514,2010,4,2,8,0,3,-79.94550323,40.50180054,30,"serious",1,2,664.280395508,1,2,1
2010035759,2010,4,2,18,0,3,-79.93479919,40.55239868,35,"serious",1,2,664.280395508,1,2,1
2010036341,2010,4,2,16,0,8,-80.06990051,40.46879959,15,"unknown",1,2,245.41317749,1,2,1
2010039751,2010,4,1,14,0,3,-80.07379913,40.35229874,30,"serious",0,5,993.741943359,0,5,1
2010041008,2010,4,5,17,0,4,-79.85929871,40.36569977,25,"slight",2,2,1647.33813477,2,2,1
2010042223,2010,5,2,19,0,8,-80.07589722,40.46179962,25,"unknown",1,2,245.41317749,1,2,1
2010042758,2010,5,4,16,0,4,-79.91690063,40.42599869,25,"slight",1,2,523.535827637,1,2,1
2010042910,2010,5,5,2,0,3,-79.95050049,40.42250061,25,"serious",0,5,993.741943359,0,5,1
2010044784,2010,4,7,14,7,4,-79.83940125,40.33810043,25,"slight",2,2,1647.33813477,2,2,1
2010045692,2010,5,5,12,0,8,-79.96260071,40.46440125,25,"unknown",0,5,111.394508362,0,5,1
2010046541,2010,5,1,12,0,3,-79.83989716,40.49639893,25,"serious",2,2,1647.33813477,2,2,1
2010046560,2010,5,7,13,0,8,-80.01439667,40.59209824,25,"unknown",0,5,111.394508362,0,5,1
2010048160,2010,5,4,16,0,4,-79.95359802,40.47980118,25,"slight",0,5,111.394508362,0,5,1
2010048324,2010,5,6,23,0,4,-79.88610077,40.45199966,25,"slight",2,2,1647.33813477,2,2,1
2010049604,2010,5,3,9,0,8,-79.95639801,40.43510056,30,"unknown",0,5,993.741943359,0,5,1
2010051343,2010,5,1,22,0,4,-79.93859863,40.45589828,25,"slight",1,2,28.911233902,1,2,1
2010052734,2010,6,5,10,0,4,-80.06020355,40.49779892,35,"slight",1,2,245.41317749,1,2,1
2010052971,2010,5,5,7,0,1,-79.90579987,40.54629898,40,"fatal",1,2,664.280395508,1,2,1
2010055667,2010,5,7,19,0,8,-80.05149841,40.3382988,25,"unknown",0,5,993.741943359,0,5,1
2010055697,2010,6,6,16,0,2,-80.15460205,40.51440048,15,"serious",1,2,245.41317749,1,2,1
2010058026,2010,6,7,17,0,3,-79.99150085,40.44049835,25,"serious",0,5,993.741943359,0,5,1
2010059642,2010,5,6,12,7,4,-79.98889923,40.41329956,25,"slight",0,5,993.741943359,0,5,1
2010061457,2010,6,3,13,0,4,-79.9315033,40.46030045,25,"slight",1,2,664.280395508,1,2,1
2010062261,2010,5,3,19,0,4,-79.88999939,40.31919861,25,"slight",0,5,662.396118164,0,5,1
2010066393,2010,7,3,16,0,4,-80.12039948,40.35699844,55,"slight",0,5,993.741943359,0,5,1
2010067142,2010,7,6,8,0,8,-79.90219879,40.4034996,25,"unknown",1,2,523.535827637,1,2,1
2010069099,2010,7,5,19,0,3,-79.99739838,40.42169952,25,"serious",0,5,993.741943359,0,5,1
2010069441,2010,7,6,6,0,3,-79.99289703,40.44639969,25,"serious",1,2,245.41317749,1,2,1
2010071619,2010,7,4,15,0,8,-79.95379639,40.42589951,30,"unknown",0,5,993.741943359,0,5,1
2010072246,2010,7,6,16,0,4,-79.92690277,40.46210098,25,"slight",1,2,664.280395508,1,2,1
2010072363,2010,7,7,0,0,4,-80.08470154,40.43170166,25,"slight",0,5,993.741943359,0,5,1
2010073126,2010,8,1,20,0,8,-80.07540131,40.4695015,15,"unknown",1,2,245.41317749,1,2,1
2010073130,2010,8,2,14,0,3,-79.98470306,40.42480087,25,"serious",0,5,993.741943359,0,5,1
2010073158,2010,8,2,17,0,4,-79.87870026,40.28760147,25,"slight",0,5,662.396118164,0,5,1
2010077188,2010,8,7,14,0,8,-79.9776001,40.38410187,25,"unknown",0,5,993.741943359,0,5,1
2010077410,2010,8,2,6,4,4,-79.99040222,40.43579865,25,"slight",0,5,993.741943359,0,5,1
2010078862,2010,8,7,15,0,4,-80.04689789,40.2983017,25,"slight",0,5,993.741943359,0,5,1
2010078950,2010,8,4,18,0,4,-79.96880341,40.46149826,25,"slight",0,5,111.394508362,0,5,1
2010081300,2010,8,5,8,0,8,-79.94249725,40.44739914,25,"unknown",0,5,111.394508362,0,5,1
2010083577,2010,8,3,22,0,2,-80.08300018,40.39170074,25,"serious",0,5,993.741943359,0,5,1
2010083971,2010,9,5,19,0,3,-79.92340088,40.46459961,25,"serious",1,2,664.280395508,1,2,1
2010084298,2010,9,6,9,0,8,-80.05400085,40.4552002,25,"unknown",1,2,245.41317749,1,2,1
2010085097,2010,9,2,10,0,4,-79.92620087,40.42160034,25,"slight",0,5,662.396118164,0,5,1
2010086268,2010,9,6,15,0,4,-80.02539825,40.32730103,35,"slight",0,5,993.741943359,0,5,1
2010086751,2010,9,4,9,0,8,-80.14600372,40.5163002,25,"unknown",1,2,245.41317749,1,2,1
2010086941,2010,9,1,11,0,8,-79.94270325,40.44900131,25,"unknown",0,5,111.394508362,0,5,1
2010087429,2010,9,2,19,0,4,-80.10469818,40.56999969,45,"slight",0,5,111.394508362,0,5,1
2010090861,2010,9,5,8,0,8,-79.96640015,40.43579865,25,"unknown",0,5,993.741943359,0,5,1
2010091783,2010,9,1,11,0,8,-80.03600311,40.54100037,55,"unknown",0,5,111.394508362,0,5,1
2010092599,2010,9,3,14,0,2,-80.0019989,40.43840027,25,"serious",0,5,993.741943359,0,5,1
2010093301,2010,9,5,9,0,8,-79.96880341,40.46149826,25,"unknown",0,5,111.394508362,0,5,1
2010094481,2010,10,7,16,0,8,-80.07769775,40.45930099,25,"unknown",1,2,245.41317749,1,2,1
2010094758,2010,10,1,19,0,4,-79.91220093,40.46620178,25,"slight",1,2,664.280395508,1,2,1
2010097726,2010,10,1,12,7,4,-80.06790161,40.37609863,,"slight",0,5,993.741943359,0,5,1
2010098777,2010,10,4,5,0,8,-79.99880219,40.43000031,25,"unknown",0,5,993.741943359,0,5,1
2010100608,2010,10,5,22,0,4,-79.95030212,40.44509888,25,"slight",1,2,245.41317749,1,2,1
2010105127,2010,1,5,8,0,4,-79.91799927,40.44430161,25,"slight",2,2,1647.33813477,2,2,1
2010108610,2010,11,7,3,0,3,-79.91529846,40.45360184,35,"serious",1,2,664.280395508,1,2,1
2010110912,2010,11,3,8,0,4,-79.98829651,40.52690125,35,"slight",0,5,111.394508362,0,5,1
2010112269,2010,11,2,12,0,8,-79.93769836,40.4571991,25,"unknown",1,2,104.475166321,1,2,1
2011025810,2010,6,2,16,0,8,-80.0019989,40.43840027,25,"unknown",0,5,993.741943359,0,5,1
2011007049,2011,1,7,22,0,8,-79.95079803,40.46260071,25,"unknown",0,5,111.394508362,0,5,1
2011007171,2011,1,2,9,0,4,-79.98970032,40.42869949,25,"slight",0,5,993.741943359,0,5,1
2011011834,2011,1,3,14,0,4,-79.93859863,40.46459961,25,"slight",1,2,664.280395508,1,2,1
2011019879,2011,2,4,16,0,4,-79.94529724,40.46490097,25,"slight",0,5,111.394508362,0,5,1
2011021775,2011,2,3,17,0,4,-79.99649811,40.43640137,35,"slight",0,5,993.741943359,0,5,1
2011032426,2011,3,7,13,0,3,-79.92510223,40.46409988,55,"serious",1,2,664.280395508,1,2,1
2011038090,2011,4,5,12,0,8,-79.91239929,40.45399857,35,"unknown",2,2,1647.33813477,2,2,1
2011039340,2011,4,2,16,7,4,-80.00759888,40.39239883,25,"slight",0,5,993.741943359,0,5,1
2011039455,2011,4,2,16,0,2,-79.98290253,40.46730042,25,"serious",1,2,245.41317749,1,2,1
2011040088,2011,4,4,99,0,3,-79.98069763,40.54380035,25,"serious",0,5,111.394508362,0,5,1
2011041108,2011,4,7,22,0,4,-80.08370209,40.41120148,25,"slight",0,5,993.741943359,0,5,1
2011041498,2011,4,2,10,0,8,-79.95690155,40.4416008,25,"unknown",1,2,245.41317749,1,2,1
2011042328,2011,4,4,22,0,8,-80.06469727,40.37829971,40,"unknown",0,5,993.741943359,0,5,1
2011043444,2011,4,4,10,0,4,-79.87169647,40.59749985,45,"slight",1,2,664.280395508,1,2,1
2011045271,2011,4,7,14,0,4,-79.90660095,40.46440125,35,"slight",2,2,1647.33813477,2,2,1
2011046325,2011,4,7,13,0,3,-80.00610352,40.31539917,25,"serious",0,5,993.741943359,0,5,1
2011047197,2011,5,6,15,0,4,-79.9776001,40.42910004,25,"slight",0,5,993.741943359,0,5,1
2011048284,2011,5,3,8,0,3,-79.93720245,40.44219971,25,"serious",4,2,104.818717957,4,2,1
2011049046,2011,5,2,12,0,8,-79.98860168,40.4294014,25,"unknown",0,5,993.741943359,0,5,1
2011049377,2011,5,4,13,0,8,-79.76609802,40.44520187,35,"unknown",2,2,1647.33813477,2,2,1
2011050769,2011,5,5,19,0,3,-79.9477005,40.4552002,15,"serious",0,5,111.394508362,0,5,1
2011054938,2011,5,1,16,0,3,-79.98729706,40.41400146,,"serious",0,5,993.741943359,0,5,1
2011055022,2011,5,2,7,0,3,-79.90779877,40.48429871,35,"serious",1,2,664.280395508,1,2,1
2011057607,2011,6,7,22,3,3,-80.00389862,40.43220139,25,"serious",0,5,993.741943359,0,5,1
2011057789,2011,6,1,18,0,8,-79.84089661,40.33060074,25,"unknown",2,2,1647.33813477,2,2,1
2011057860,2011,6,4,17,0,4,-80.03669739,40.30509949,25,"slight",0,5,993.741943359,0,5,1
2011058798,2011,6,4,10,0,4,-79.92739868,40.4292984,25,"slight",1,2,38.2318077087,1,2,1
2011060526,2011,6,2,17,0,8,-79.89769745,40.43970108,35,"unknown",2,2,1647.33813477,2,2,1
2011063301,2011,6,2,13,0,4,-79.99590302,40.42279816,25,"slight",0,5,993.741943359,0,5,1
2011064302,2011,6,1,17,0,4,-80.18379974,40.45729828,45,"slight",1,2,245.41317749,1,2,1
2011064673,2011,6,1,14,0,8,-79.92340088,40.46459961,25,"unknown",1,2,664.280395508,1,2,1
2011065151,2011,6,2,18,0,3,-79.84030151,40.34389877,25,"serious",2,2,1647.33813477,2,2,1
2011065883,2011,6,4,20,0,8,-80.1812973,40.44810104,30,"unknown",0,5,993.741943359,0,5,1
2011067980,2011,7,4,7,0,8,-79.93460083,40.45809937,25,"unknown",1,2,664.280395508,1,2,1
2011067993,2011,7,4,8,0,4,-80.01129913,40.45140076,30,"slight",1,2,245.41317749,1,2,1
2011068201,2011,7,4,18,0,8,-80.00650024,40.45550156,35,"unknown",1,2,245.41317749,1,2,1
2011068577,2011,7,5,11,0,3,-79.92209625,40.45920181,25,"serious",1,2,664.280395508,1,2,1
2011068752,2011,7,5,99,0,3,-80.19100189,40.55479813,25,"serious",1,2,245.41317749,1,2,1
2011072121,2011,7,1,20,0,2,-79.89040375,40.35020065,25,"serious",0,5,662.396118164,0,5,1
2011072823,2011,7,6,13,0,8,-79.97280121,40.45880127,25,"unknown",1,2,245.41317749,1,2,1
2011074186,2011,7,1,13,0,4,-79.89900208,40.46390152,25,"slight",2,2,1647.33813477,2,2,1
2011075195,2011,7,4,11,0,8,-79.91719818,40.44229889,25,"unknown",2,2,1647.33813477,2,2,1
2011077177,2011,6,4,14,0,4,-80.11219788,40.35850143,25,"slight",0,5,993.741943359,0,5,1
2011077593,2011,8,3,6,0,4,-79.9980011,40.45759964,25,"slight",1,2,245.41317749,1,2,1
2011078347,2011,8,5,18,0,3,-79.97360229,40.45729828,30,"serious",1,2,245.41317749,1,2,1
2011079569,2011,8,3,6,0,3,-80.01029968,40.44729996,25,"serious",1,2,245.41317749,1,2,1
2011079874,2011,8,3,16,0,3,-79.96299744,40.46820068,25,"serious",0,5,111.394508362,0,5,1
2011080193,2011,7,1,99,0,8,-80.19110107,40.52149963,25,"unknown",1,2,245.41317749,1,2,1
2011080778,2011,8,6,12,0,4,-79.94989777,40.46210098,25,"slight",0,5,111.394508362,0,5,1
2011081608,2011,8,1,18,0,4,-79.90450287,40.46319962,25,"slight",2,2,1647.33813477,2,2,1
2011082367,2011,8,4,12,0,4,-79.93039703,40.47719955,25,"slight",1,2,664.280395508,1,2,1
2011084327,2011,8,1,18,0,3,-79.81970215,40.39690018,25,"serious",2,2,1647.33813477,2,2,1
2011086256,2011,8,6,16,0,3,-79.90799713,40.45869827,25,"serious",2,2,1647.33813477,2,2,1
2011086630,2011,8,1,10,0,4,-80.01390076,40.45819855,25,"slight",1,2,245.41317749,1,2,1
2011086768,2011,8,1,19,0,4,-80.04779816,40.49169922,25,"slight",1,2,245.41317749,1,2,1
2011087220,2011,8,7,23,6,4,-79.97769928,40.4239006,25,"slight",0,5,993.741943359,0,5,1
2011088478,2011,8,1,8,0,4,-80.17220306,40.45890045,45,"slight",1,2,245.41317749,1,2,1
2011089638,2011,8,3,11,0,8,-80.03450012,40.32109833,25,"unknown",0,5,993.741943359,0,5,1
2011090450,2011,9,4,17,0,3,-79.95439911,40.44079971,15,"serious",1,2,245.41317749,1,2,1
2011093562,2011,9,2,18,0,4,-79.94960022,40.45009995,25,"slight",0,5,111.394508362,0,5,1
2011098351,2011,9,5,2,0,8,-79.90670013,40.45669937,25,"unknown",2,2,1647.33813477,2,2,1
2011098676,2011,9,5,18,0,3,-79.99720001,40.43650055,25,"serious",0,5,993.741943359,0,5,1
2011099416,2011,9,6,13,0,4,-79.98960114,40.29430008,25,"slight",0,5,993.741943359,0,5,1
2011101304,2011,10,5,16,0,3,-80.01679993,40.45660019,25,"serious",1,2,245.41317749,1,2,1
2011101944,2011,10,7,15,0,4,-79.93099976,40.45209885,25,"slight",1,2,664.280395508,1,2,1
2011101975,2011,10,7,17,0,3,-80.0236969,40.39619827,25,"serious",0,5,993.741943359,0,5,1
2011103515,2011,10,4,19,0,3,-79.92890167,40.45740128,25,"serious",1,2,664.280395508,1,2,1
2011104383,2011,10,6,18,0,4,-79.9477005,40.44800186,25,"slight",0,5,111.394508362,0,5,1
2011105441,2011,10,3,9,7,3,-79.96759796,40.4612999,25,"serious",0,5,111.394508362,0,5,1
2011106255,2011,10,3,99,0,3,-79.95839691,40.51279831,30,"serious",0,5,111.394508362,0,5,1
2011108856,2011,10,4,16,0,3,-79.94419861,40.44729996,15,"serious",0,5,111.394508362,0,5,1
2011109973,2011,9,5,17,0,4,-79.89009857,40.40069962,15,"slight",2,2,1647.33813477,2,2,1
2011109983,2011,10,6,21,0,8,-79.94850159,40.46139908,25,"unknown",0,5,111.394508362,0,5,1
2011111621,2011,11,3,15,7,4,-79.93499756,40.45700073,25,"slight",1,2,664.280395508,1,2,1
2011116621,2011,11,7,5,0,8,-79.9240036,40.45190048,25,"unknown",1,2,664.280395508,1,2,1
