"edge_id","source","target","length","car","car.reverse","bike","bike.reverse","foot","WKT","l1","l2","l3","l4","l5","l6","l7","l8","l9","l10","l11","l12","l13","l14","l15","l16","l17","l17.1","l19","l20","l21","l22","l23","l24","l25","l26","l27","l28","l29","l30","l31","l32","l33","l34","l35","l36","l37","l38","l39","l40","l41","l42","l43","l44","l45","l46","l47","l48","l49","l50","l51","l52","l53","l54","l55","l56","l57","l58","l59","l60","l61","l62","l63","l64","l65","saftyScore","edgeBetweenness","f","betweenness"
115,302755593,302755913,38.1368217468,0,0,5,5,1,"LINESTRING(-79.9436852 40.4423431","-79.9433418 40.4425652)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,642,137,137
94,1707758890,1707758893,8.18428134918,0,0,5,5,1,"LINESTRING(-79.9426988 40.44288","-79.9426748 40.4429513)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,642,37,37
50,2173707922,2173707925,68.9640808105,1,1,2,2,1,"LINESTRING(-79.9415225 40.4376021","-79.9413569 40.4377406","-79.9411845 40.4378267","-79.9410143 40.4378094","-79.9409057 40.4376899)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,642,441,441
138,302982853,302982922,993.741943359,0,0,5,5,1,"LINESTRING(-79.9365828 40.4335154","-79.9366772 40.4335481","-79.9367373 40.4336069","-79.9367888 40.4336722","-79.9368317 40.4337441","-79.9368832 40.4337768","-79.9369862 40.4338094","-79.9371236 40.4338486","-79.9372266 40.4338813","-79.9372788 40.4338996","-79.9373381 40.4339205","-79.9374411 40.4339531","-79.9375356 40.4339858","-79.9376815 40.4340119","-79.937793 40.434025","-79.9381106 40.4340903","-79.9383509 40.4341426","-79.9385398 40.4342275","-79.93872 40.434319","-79.9388402 40.4343843","-79.9389861 40.4344301","-79.9390977 40.4344497","-79.9393122 40.4344562","-79.9394753 40.4344693","-79.9396899 40.4344954","-79.9398101 40.434515","-79.939956 40.4345281","-79.9401448 40.4345477","-79.940531 40.4345999","-79.9407714 40.4346522","-79.9409774 40.4346914","-79.9411748 40.4347436","-79.9413207 40.4347763","-79.9414065 40.4348024","-79.9415181 40.4348351","-79.9417327 40.4348939","-79.9419043 40.4349462","-79.9421017 40.4349854","-79.942179 40.4349984","-79.9423163 40.4349984","-79.9425566 40.4349854","-79.9427798 40.4349658","-79.9429772 40.4349527","-79.9432776 40.4349462","-79.9435265 40.4349527","-79.9437669 40.4349854","-79.9439557 40.4350311","-79.9441445 40.4351487","-79.9442389 40.4352271","-79.9444278 40.4353055","-79.944608 40.4353773","-79.9447797 40.4354688","-79.9449513 40.4355799","-79.9451316 40.4356648","-79.9453719 40.4357432","-79.9455006 40.435815","-79.9456895 40.4359326","-79.9457839 40.4360306","-79.9458611 40.4361417","-79.9459985 40.4363115","-79.9460757 40.4363703","-79.9462216 40.4364487","-79.9463246 40.4364487","-79.9466765 40.4363573","-79.9469168 40.4362658","-79.9470628 40.4362201)",1,642,35,35
71,302450295,302450446,112.529457092,0,0,5,5,1,"LINESTRING(-79.9441916 40.4402067","-79.94408 40.440161","-79.9438998 40.4401218","-79.9437882 40.4401545","-79.9436852 40.4402328","-79.943565 40.4403047","-79.9434191 40.4403896","-79.9432904 40.4404288","-79.943153 40.4404353","-79.9430157 40.4404288)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,642,88,88
41,105958973,105958952,34.5082969666,1,1,2,2,1,"LINESTRING(-79.9326892 40.4371968","-79.9330877 40.4371311)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,642,106,106
143,4846860755,2713700273,167.384262085,0,0,5,5,1,"LINESTRING(-79.9422317 40.4391772","-79.9422945 40.4391428","-79.9423374 40.439097","-79.9424404 40.4390317","-79.9425434 40.438986","-79.9426207 40.4389403","-79.942798 40.4388462","-79.9429201 40.4387169","-79.9430652 40.4385095","-79.9431041 40.4384152","-79.9431891 40.43829","-79.9431802 40.4381701","-79.9430811 40.4379802)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,642,131,131
216,2919123583,2919123584,66.9967498779,0,0,5,5,1,"LINESTRING(-79.943417 40.4432127","-79.9426561 40.4430463)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,642,180.5,180.5
191,1781186424,1781186430,21.5547027588,0,0,5,5,1,"LINESTRING(-79.9404709 40.4417031","-79.9402475 40.4417962)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,642,287,287
223,302756874,302759445,40.1602134705,1,1,2,2,1,"LINESTRING(-79.9434387 40.440762","-79.9429814 40.4406655)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,642,132,132
117,302756922,302756937,9.87646579742,0,0,5,5,1,"LINESTRING(-79.9430844 40.4418466","-79.9430501 40.4419315)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,642,121,121
274,105142357,2716677223,81.709274292,1,1,2,2,1,"LINESTRING(-79.9365934 40.4404431","-79.9363465 40.4402612","-79.9361554 40.4401832","-79.9361291 40.4401005","-79.9361828 40.4398811)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,642,825,825
54,104683089,302966890,33.1120681763,1,1,2,2,1,"LINESTRING(-79.9415669 40.4417563","-79.9414744 40.4417255","-79.9411912 40.4416769)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,642,827.333333333333,827.333333333333
284,3957586997,3957586994,4.35876083374,0,0,5,5,1,"LINESTRING(-79.9422823 40.4355663","-79.9423077 40.4356004)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,642,14,14
133,302967462,302967460,6.68738126755,0,0,5,5,1,"LINESTRING(-79.941362 40.4430401","-79.9413792 40.4429814)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,642,121,121
23,105012943,2522970643,165.253555298,1,1,2,2,1,"LINESTRING(-79.9382411 40.4433566","-79.9379071 40.4435253","-79.9377961 40.4435414","-79.9376926 40.4435122","-79.9371776 40.4430223","-79.93686 40.4427872","-79.9368192 40.4427526)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,642,15.1666666666667,15.1666666666667
195,104683082,472546570,104.544494629,1,1,2,2,1,"LINESTRING(-79.942126 40.4404288","-79.9420462 40.4403919","-79.9409456 40.4401601)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,642,237,237
187,1781186425,1781186415,21.5544948578,0,0,5,5,1,"LINESTRING(-79.9401961 40.4417248","-79.9404195 40.4416317)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,642,56,56
128,302967460,302967357,18.8608512878,0,0,5,5,1,"LINESTRING(-79.9413792 40.4429814","-79.9411646 40.4429356)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,642,414,414
159,1705902934,1705902930,17.4638118744,0,0,5,5,1,"LINESTRING(-79.9436638 40.4426471","-79.9436316 40.4426491","-79.943594 40.4426736","-79.943503 40.4427383)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,642,5,5
213,302450455,302450456,13.3342704773,0,0,5,5,1,"LINESTRING(-79.9431444 40.4395796","-79.9432217 40.4394751)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,642,198,198
184,1783643325,1781186440,2.65988302231,0,0,5,5,1,"LINESTRING(-79.9396358 40.441931","-79.9396509 40.441952)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,642,116,116
256,303189650,302979966,29.6493740082,0,0,5,5,1,"LINESTRING(-79.9421773 40.4391873","-79.9421574 40.4390698","-79.9421818 40.4389228)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,642,56,56
224,302759445,302452323,57.4414596558,1,1,2,2,1,"LINESTRING(-79.9429814 40.4406655","-79.9423935 40.4405214","-79.9423451 40.440493)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,642,184,184
243,105012969,105012991,179.841949463,4,4,2,2,1,"LINESTRING(-79.9368713 40.4418697","-79.9364079 40.4413482","-79.9362855 40.4412127","-79.9356364 40.440554)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,642,141,141
242,924785113,105013018,152.809234619,1,1,2,2,1,"LINESTRING(-79.9358525 40.4390826","-79.9344353 40.4387957","-79.9341174 40.4388856)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,642,747,747
286,3957586995,3957586997,18.0120887756,0,0,5,5,1,"LINESTRING(-79.9420963 40.4355091","-79.9421715 40.4355284","-79.9422366 40.4355276","-79.9422823 40.4355663)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,642,90,90
283,3957586994,3957586992,47.5050926208,0,0,5,5,1,"LINESTRING(-79.9423077 40.4356004","-79.9424551 40.4356483","-79.9427031 40.4357025","-79.9428454 40.4356916)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,642,78,78
86,302755847,302757340,131.659805298,0,0,5,5,1,"LINESTRING(-79.9390274 40.4434006","-79.9392259 40.4428863","-79.9392733 40.4428412","-79.9394275 40.4427238","-79.9393919 40.4424816","-79.9394194 40.4423496","-79.9394735 40.4423271)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,642,63,63
22,105060275,105060288,221.041549683,1,1,2,2,1,"LINESTRING(-79.9321257 40.4416786","-79.9311225 40.4398432)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,642,14.6666666666667,14.6666666666667
285,3957587000,3957586995,8.19638633728,0,0,5,5,1,"LINESTRING(-79.9420079 40.4355392","-79.9420963 40.4355091)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,642,88,88
116,302755913,1707758890,64.7008285522,0,0,5,5,1,"LINESTRING(-79.9433418 40.4425652","-79.9426988 40.44288)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,642,170.333333333333,170.333333333333
165,1713340598,1713340583,17.7187786102,0,0,5,5,1,"LINESTRING(-79.9419257 40.4419419","-79.9418822 40.4419326","-79.941846 40.4419137","-79.9418372 40.4418928","-79.9418579 40.441825)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,642,82,82
261,924785116,3643294726,133.850646973,0,0,5,5,1,"LINESTRING(-79.9360997 40.4390573","-79.9361181 40.4389237","-79.9360497 40.4388543","-79.9358462 40.4387899","-79.9356719 40.4386907","-79.9350466 40.4384924","-79.9348985 40.4384205)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,642,897,897
129,302967357,302967377,65.049659729,0,0,5,5,1,"LINESTRING(-79.9411646 40.4429356","-79.9404264 40.4427725)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,642,375,375
11,104692913,104949802,133.965316772,1,1,2,2,1,"LINESTRING(-79.9346619 40.4438223","-79.9340311 40.4427173)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,642,196,196
151,105060288,107671872,1647.33813477,2,2,2,2,1,"LINESTRING(-79.9311225 40.4398432","-79.9308005 40.4399475","-79.9299957 40.4402058","-79.9277741 40.4409128","-79.9271156 40.4409907","-79.9254429 40.4411785","-79.9244458 40.4412948","-79.9233634 40.4414128","-79.9209508 40.441697","-79.9198965 40.4418183","-79.918547 40.4420453","-79.9171622 40.4422747","-79.9159809 40.4424897","-79.9149661 40.4426658","-79.9122221 40.4431363)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,642,143.666666666667,143.666666666667
167,1781170590,302755874,21.6604652405,0,0,5,5,1,"LINESTRING(-79.9395504 40.4422926","-79.9395428 40.4422736","-79.9395452 40.4422546","-79.9395578 40.4422367","-79.9395768 40.4422249","-79.9396015 40.4422191","-79.9396268 40.442221","-79.939649 40.4422299","-79.9396657 40.4422452","-79.9396731 40.4422628","-79.9396708 40.4422831)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,642,62,62
87,302757340,1781170590,7.55377197266,0,0,5,5,1,"LINESTRING(-79.9394735 40.4423271","-79.9395504 40.4422926)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,642,90,90
179,1781186424,1781186415,9.05226898193,0,0,5,5,1,"LINESTRING(-79.9404709 40.4417031","-79.9404195 40.4416317)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,642,116,116
158,4181749181,104583190,28.911233902,1,1,2,2,1,"LINESTRING(-79.9390972 40.4437626","-79.9389845 40.44384","-79.9388213 40.4439138)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,642,78,78
13,104949814,104836324,108.957435608,1,1,2,2,1,"LINESTRING(-79.9332475 40.4413052","-79.9327476 40.4404022)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,642,19.5,19.5
141,302985769,270187342,65.8814544678,0,0,5,5,1,"LINESTRING(-79.9406512 40.4361613","-79.9406598 40.4362135","-79.9407027 40.4362462","-79.9406855 40.4362789","-79.9406855 40.4363181","-79.9407113 40.4363377","-79.94078 40.4363703","-79.9408314 40.4364095","-79.9408057 40.4364422","-79.9407456 40.4364814","-79.940677 40.4365206","-79.940574 40.436599)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,642,400,400
279,2173708035,303191312,322.462432861,0,0,5,5,1,"LINESTRING(-79.943368 40.4356581","-79.9437543 40.4357316","-79.9441227 40.4358503","-79.9442429 40.435896","-79.9443544 40.4359418","-79.944466 40.4360005","-79.9445519 40.4360789","-79.9446463 40.4361443","-79.9447578 40.4362031","-79.9448608 40.4362488","-79.9449553 40.436288","-79.9450153 40.4363272","-79.9451269 40.4363795","-79.9452299 40.4364186","-79.9453157 40.4364448","-79.9454187 40.4364644","-79.9455303 40.4364905","-79.9456247 40.4365297","-79.9457191 40.4365624","-79.9458393 40.4366081","-79.9459337 40.4366604","-79.946011 40.4366996","-79.9460968 40.4367453","-79.9461912 40.436791","-79.9462685 40.4368237","-79.9463457 40.4368433","-79.9464315 40.4368563","-79.9465174 40.4368563","-79.9465946 40.4368629","-79.9466375 40.4368629","-79.9466976 40.4368498","-79.9467491 40.4368433)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,642,30,30
91,302755916,302755937,8.33270168304,0,0,5,5,1,"LINESTRING(-79.9430706 40.4421231","-79.9429728 40.4421144)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,642,380,380
126,302967357,302967361,24.9210186005,0,0,5,5,1,"LINESTRING(-79.9411646 40.4429356","-79.9411732 40.4429683","-79.9412161 40.4430075","-79.9412762 40.4430663","-79.9413277 40.4431185)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,642,363,363
189,1781186412,1781186421,16.0378856659,0,0,5,5,1,"LINESTRING(-79.9407609 40.4415823","-79.9405947 40.4416516)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,642,28,28
37,104949814,105060275,103.616996765,1,1,2,2,1,"LINESTRING(-79.9332475 40.4413052","-79.9321257 40.4416786)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,642,682.666666666667,682.666666666667
177,1781186438,1781186442,12.4708995819,0,0,5,5,1,"LINESTRING(-79.9393456 40.4419097","-79.9394182 40.4420073)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,642,235,235
266,3103583478,3643294766,113.003967285,1,1,2,2,1,"LINESTRING(-79.9345695 40.4385444","-79.9342449 40.4384825","-79.9341244 40.4383958","-79.933986 40.4382446","-79.9338231 40.4380624","-79.933802 40.4379868","-79.9338915 40.4379608","-79.9339972 40.4379576)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,642,402,402
72,302450446,4388097861,47.3718833923,0,0,5,5,1,"LINESTRING(-79.9430157 40.4404288","-79.9428612 40.4403962","-79.9426724 40.440357","-79.9425674 40.4403138","-79.9425153 40.4402633)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,642,63,63
97,302756806,302756791,40.7003479004,0,0,5,5,1,"LINESTRING(-79.9432916 40.4412093","-79.9428269 40.441115)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,642,315,315
122,302966891,302966884,15.7832612991,1,1,2,2,1,"LINESTRING(-79.9405323 40.4419479","-79.9407012 40.4420081)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,642,160,160
153,105012943,3250540836,46.2631111145,4,4,2,2,1,"LINESTRING(-79.9382411 40.4433566","-79.9379277 40.4430157)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,642,126,126
